,cost,address,bedrooms,bathrooms,hydro,heat,water,parking,pet,size,furnished,ac,smoking,has_den,has_unitType_Apartment,has_unitType_Basement,has_unitType_Condo,has_unitType_Duplex/Triplex,has_unitType_House,has_unitType_Townhouse,has_wifiInfo_Internet,has_wifiInfo_Cable,agreement_is_annual,has_appliances_Dishwasher,has_appliances_Fridge / Freezer,has_appliances_Laundry (In Building),has_appliances_Laundry (In Unit),has_amenities_24 Hour Security,has_amenities_Bicycle Parking,has_amenities_Concierge,has_amenities_Elevator in Building,has_amenities_Gym,has_amenities_Pool,has_amenities_Storage Space,has_outdoor_Balcony,has_outdoor_Yard,latitude,longitude
107,933,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,1,1,860,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.4143164,-104.6015627
108,1079,"191 Rink Ave., Regina, SK, S4R 7V3",2,1.0,0,1,1,1,1,850,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.4876156,-104.6540681
109,1350,"5300 Parliament Ave, Regina, SK, S4W 0R5",2,1.0,0,0,1,1,1,777,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,50.4153721,-104.6092651
110,825,"1900 Garnet St, Regina, SK S4T 2Z4, Canada",1,1.0,0,1,1,1,0,550,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.448658449999996,-104.62717577073157
111,1800,"417 St Mary St, Esterhazy, SK S0A 0X0, Canada",3,1.5,1,1,1,2,1,1400,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,50.6573366,-102.0808245
112,700,"113 1 St W, Carnduff, SK S0C 0S0, Canada",3,1.0,0,0,1,2,0,840,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,49.176560,-101.796929
113,1000,"S4N0T9, Canada",2,1.0,0,1,1,1,0,900,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,61.0666922,-107.991707
114,1050,"2840 Mcara Street, Regina S4N2X4 SK",2,1.0,0,0,0,2,0,900,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.4338173,-104.58251738576962
115,2200,", S4P3V7, Regina, SK",4,2.0,0,0,0,2,0,2000,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,50.4193012,-104.58222594380054
116,625,", Regina S4P1J9 SK, Canada",1,1.0,0,0,0,0,0,500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50.483860050000004,-104.56455595
117,750,"4216 Castle Rd, Regina, SK S4S 4W1, Canada",1,1.0,1,1,1,1,1,450,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,50.4108733,-104.599646
118,1150,"19 Irwin Ave, Yorkton, SK S3N 2E4, Canada",3,1.0,0,0,0,1,1,850,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,51.2106704,-102.4786489
119,1800,"3630 Haughton Rd, Regina, SK S4V 1P1, Canada",2,2.0,1,1,1,1,0,1100,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,50.4405599,-104.5292377
120,975,"2022 Edgar Street, Regina S4N3K6 SK",2,1.0,0,0,0,2,1,700,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,50.446607349999994,-104.58828110272859
121,1400,"1863 Rae Street, S4T 2E3, Regina, SK",2,1.5,0,0,0,1,1,846,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,50.4209589,-104.6211505
122,1950,"2046 Alexandra St, Regina, SK S4T 4P5, Canada",4,2.5,0,0,0,3,0,1575,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,50.4461691,-104.64410680185483
123,835,"1016 Eden St, Indian Head, SK S0G 2K0, Canada",2,1.0,0,1,1,1,0,750,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,50.5360587,-103.670417
124,1250,"2167 Pasqua St, Regina, SK S4T 4M3, Canada",2,1.0,0,0,0,1,0,952,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.44427455,-104.64062107417536
125,827,"936 McIntosh St, Regina, SK S4T 5B4, Canada",2,1.0,0,1,1,1,0,700,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,50.46418225,-104.6528939054426
126,1500,"S4P 2V2, Canada",2,2.0,1,1,1,1,0,1000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,61.0666922,-107.991707
127,1200,"Carnduff, SK, Canada",2,2.0,1,0,1,3,0,959,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,49.1748399,-101.7972633
128,1750,"3500 13th Ave, Regina, SK S4T 1P9, Canada",3,3.0,0,0,0,1,1,1600,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,50.4455082,-104.6282811
129,699,"1424 Victoria Ave, Regina, SK, S4P 0P3",1,1.0,0,1,1,0,1,402,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4474552,-104.6015730253819
130,1596,"1827 Albert St, Regina, SK, S4P 2S9",1,1.0,1,1,1,1,0,734,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,50.4499932,-104.61756462177226
131,1300,"4805 Liberty St, Regina, SK S4W 0K2, Canada",2,1.0,0,0,0,1,0,1000,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.4023051,-104.66153320990566
132,1200,"2125 Osler St, Regina, SK S4P 4G9, Canada",2,1.0,0,1,1,1,0,900,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,50.444666100000006,-104.60446759999999
133,1300,"1545 Neville Dr, Regina, SK S4Z 0A7, Canada",2,1.0,0,1,1,1,0,750,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.4532696,-104.52693588290384
134,1100,"1039 Elliott St, Regina, SK S4N 3E7, Canada",3,1.0,0,0,0,0,0,700,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,50.46219855,-104.58620777504046
135,850,"2175  Rae Street, Regina, SK, S4T 2E8",1,1.0,0,1,1,0,1,380,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.444161449999996,-104.6206538
136,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",2,1.0,0,1,1,1,0,800,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4788692,-104.6079614
137,849,"3525 Avonhurst Dr, Regina, SK, S4R 3K2",2,1.0,0,1,1,0,1,763,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.4707985,-104.6182456
138,933,"22-41 Munroe Pl., Regina, SK, S4S 6A7",2,1.0,0,1,1,1,1,860,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,50.4143164,-104.6015627
139,800,"Waterloo Rd, Yorkton, SK S3N, Canada",2,1.0,0,0,0,2,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,51.222697,-102.473675
140,1395,"614 3rd St, Estevan, SK S4A 0P6, Canada",2,1.0,0,1,1,2,1,950,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,49.1380657,-102.9914709
141,1000,"638 Isabelle St, Estevan, SK S4A 1P7, Canada",2,1.0,0,1,1,2,1,1025,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,49.1504569,-102.986653
142,1195,"563 Sorlien Ave, Macoun, SK S0C 1P0, Canada",3,1.0,0,0,0,3,1,1000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,49.316265,-103.260344
143,1275,"333 Lorne Street, S4R2J3, Regina, SK",2,2.0,0,0,0,2,1,1040,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,50.473242,-104.61336772499999
144,850,", Indian Head S0G2K0 SK, Canada",2,1.0,1,1,1,3,0,850,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,50.5259962,-103.6510912
145,2300,"1342 Elliott St, Saskatoon, SK S7N 0V8, Canada",5,2.0,0,0,0,1,0,1200,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,52.1278816,-106.638917
146,850,", S4N1W3, Regina, SK",1,1.0,0,1,1,0,0,800,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.4193012,-104.58222594380054
147,985,"S4S6P8, Canada",2,1.0,1,1,1,1,0,909,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,61.0666922,-107.991707
148,995,"2001 Cornwall St, Regina, SK S4P 3X9, Canada",1,1.0,0,1,1,1,0,630,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,50.4461824,-104.61187147178724
149,2300,"S4P2A6, Canada",5,4.0,0,0,0,3,1,2400,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,61.0666922,-107.991707
150,1200,"1630 Badham Blvd, Regina S4P0J6 SK",1,1.0,1,1,1,0,0,500,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,50.4390256,-104.6047007
151,1400,"537 4th Ave N, Saskatoon, SK S7K 2M6, Canada",2,1.0,1,1,1,1,0,1008,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,52.1297647,-106.6596531
152,1000,", Regina s4x0m4 SK, Canada",1,1.0,1,1,1,0,0,650,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,50.483860050000004,-104.56455595
153,1275,"5000 Green Jewel Blvd, Regina, SK, S4V 3V2",1,1.0,0,1,1,0,1,662,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,50.4180943,-104.5110485
154,1295,"5501 Prefontaine Ave, Regina, SK, S4W 0S3",2,1.0,0,1,1,0,1,840,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,50.4125124,-104.6602563
155,1100,"411 Lorne St N, Regina, SK S4R 3B2, Canada",2,1.0,0,1,1,1,1,900,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4825463,-104.6132852
156,1050,"1213 Empress St, Regina, SK S4T 5E4, Canada",2,1.0,0,1,1,1,0,700,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,50.459567,-104.65357155000001
157,1464,"1066 Dorothy St., Regina, SK, S4X 0P4",2,2.0,0,1,1,0,1,916,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,50.4780904,-104.6824945
158,1464,"1070 Dorothy St., Regina, SK, S4X 0P5",2,2.0,0,1,1,0,1,915,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,50.4780904,-104.6824945
159,1124,"1060 Dorothy St., Regina, SK, S4X 3C5",2,1.0,0,0,1,0,1,877,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,50.4780904,-104.6824945
160,1800,"Green Rock Rd, Regina, SK S4V, Canada",3,2.5,0,0,0,2,0,1350,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.425383,-104.515726
161,980,"Wallace St, Regina, SK S4N 3Z9, Canada",2,1.0,1,1,1,2,0,700,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,50.461391,-104.5937539
162,1050,"42 Spence St, Regina, SK S4S 4H4, Canada",1,1.0,0,0,1,1,0,634,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,50.4129554,-104.61583911771534
163,1445,"5200 Parliament Ave, Regina, SK S4W 0R5, Canada",2,2.0,0,0,1,2,1,857,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,50.418041200000005,-104.65552856002125
164,750,"2166 Robinson St, Regina, SK S4T 2P7, Canada",1,1.0,0,1,1,0,0,500,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,50.4442194,-104.62428703433734
165,1000,"4505 Rae St, Regina, SK S4S 3B2, Canada",2,1.5,0,1,1,2,0,1000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,50.4085551,-104.6204844045766
166,1000,"Garnet St, Regina, SK, Canada, S4T 2Y2",2,1.0,0,0,0,2,0,840,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,50.4797503,-104.6268662
167,1300,"2030 Edgar Street, Regina, SK, S4N 3K6",3,1.5,0,0,0,0,1,1100,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,50.44647705,-104.5883061012398
168,1398,"502 University Park Drive, Regina, SK, S4V 3L8",2,1.0,0,1,1,1,1,954,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,50.4334839,-104.5560807
169,1319,"41 Munroe Place, Regina, SK, S4S 6A7",1,1.0,0,1,1,0,1,650,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,50.4143164,-104.6015627
170,1495,"1114-5200 Parliament Ave, Regina, SK S4W 0R5, Canada",2,2.0,1,1,1,1,0,900,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,50.4125443,-104.6210175
171,1089,"239 Centennial St, Regina, SK S4S 6T5, Canada",2,1.0,0,1,1,1,1,850,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,50.41392,-104.597823
172,1100,"Tutor Way, Regina, SK S4W 0G4, Canada",2,1.0,1,1,1,2,0,975,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,50.415594,-104.6528277
173,1148,"41 Munroe Place, Regina, SK, S4S 6A7",2,1.0,0,1,1,0,1,850,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,50.4143164,-104.6015627
174,1295,"5501 Prefontaine Ave, Regina, SK, S4W 0S3",2,1.0,0,1,1,0,1,840,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,50.4125124,-104.6602563
175,1300,"331  Broad Street North, Regina, SK, S4R 2X8",2,2.0,0,1,1,0,1,832,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4907451,-104.6061213
176,1100,", Regina South S4W0G4 SK, Canada",2,1.0,1,1,1,2,0,975,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,50.483860050000004,-104.56455595
177,1450,"5663 Mitchinson Way, Regina, SK, S4W 0P9",3,2.0,0,0,0,0,1,1000,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.4108374,-104.6588214
178,945,"2410  15th Avenue, Regina, SK, S4P 1A4",1,1.0,0,1,1,0,1,620,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4424072,-104.6361996
179,1350,"48 B Nollet Ave, Regina S4T 7P9 SK",2,1.0,0,1,1,1,0,1000,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.4823308,-104.6707827
180,750,"3208 Westgate Ave, Regina, SK S4S 1B3, Canada",1,1.0,0,1,1,1,0,500,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,50.4255467,-104.62697245012498
181,1200,"1823 York St, Regina, SK S4T 4R3, Canada",2,1.0,0,0,0,2,0,750,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,50.4500673,-104.6449117
182,750,"80 Hanbidge Cres, Regina, SK, S4R 7C4",1,1.0,0,1,1,1,0,820,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,50.4754928,-104.6584998
183,800,"131 Angus Rd, Regina, SK S4R 5E4, Canada",1,1.0,1,1,1,1,1,650,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,50.48386,-104.6204153
184,1295,"Dakota Dr, Regina, SK S4Z, Canada",2,2.0,0,0,1,2,0,1160,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,50.451270,-104.530950
185,1590,"5290 Aerodrome Rd, Regina, SK S4W 0P4, Canada",3,1.5,0,0,0,1,0,1100,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.4069205,-104.6583422
186,1155,"539 Wascana St, Regina, SK S4R 4J3, Canada",2,1.0,0,0,0,0,0,1030,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,50.470251000000005,-104.63947120458397
187,350,", Scarborough  M1B4P7  ON, Canada",1,1.0,1,1,1,0,0,200,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,43.810339,-79.3386442
188,1350,"2236 Wallace St, Regina, SK S4N 4A7, Canada",2,1.0,1,1,1,1,1,772,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.44324145,-104.5940040127451
189,1500,"Balmoral St, Yorkton, SK S3N, Canada",2,1.0,0,1,1,1,0,904,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,51.213453,-102.455880
190,1150,"1969 St John St, Regina, SK, S4P 1S3",2,1.0,0,0,0,0,1,747,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.447722850000005,-104.6017784017572
191,999,"1424 Victoria Ave, Regina, SK, S4P 0P3",2,1.0,0,1,1,0,1,585,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4474552,-104.6015730253819
192,854,"3823 Retallack Street, Regina, SK, S4S 3B7",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4181294,-104.62205302388142
193,854,"4050 Rae Street, Regina, SK, S4S 3A3",1,1.0,0,1,1,0,1,410,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4144141,-104.62140900028498
194,1074,"3823 Retallack Street, Regina, SK, S4S 3B7",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4181294,-104.62205302388142
195,1074,"4050 Rae Street, Regina, SK, S4S 3A3",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4144141,-104.62140900028498
196,994,"3823 Retallack Street, Regina, SK, S4S 3B7",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4181294,-104.62205302388142
197,925,"Central Estevan, Estevan, SK, S4A 3A2",1,1.0,0,1,1,1,1,775,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,49.1402905,-102.99536171487853
198,1000,"Central Estevan, Estevan, SK, S4A 1P7",2,1.0,0,1,1,2,1,1025,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,49.1402905,-102.99536171487853
199,1175,"Central Estevan, Estevan, SK, S4A 1P7",2,1.0,0,1,1,1,1,1000,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,49.1402905,-102.99536171487853
200,1268,"700 Gladmer Pk., Regina, SK, S4P 2W9",3,1.0,0,0,0,1,1,1056,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,50.435046,-104.603461
201,799,"1424 Victoria Ave, Regina, SK, S4P 0P3",1,1.0,0,1,1,0,1,520,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4474552,-104.6015730253819
202,1285,"3928 Green Falls Drive, Regina, SK, S4V 3M1",2,1.0,0,1,1,0,1,840,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,50.41547775,-104.5155892367307
203,850,"2175  Rae Street, Regina, SK, S4T 2E8",1,1.0,0,1,1,0,1,380,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.444161449999996,-104.6206538
204,950,"2115  Montague St, Regina, SK, S4T 3K1",1,1.0,0,1,1,0,1,465,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.445280600000004,-104.62933502581414
205,1300,"5281 Aviator Crescent, S4W0G9, Regina, SK",2,1.5,0,1,1,1,0,1100,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,50.41276485,-104.65737250112895
206,1500,"138 Turner Crescent, Regina, SK S4N 4P6, Canada",3,1.0,0,0,0,2,1,1000,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,50.453086,-104.54609192438312
207,1000,"2151 Hamilton Street, S4P 2E5, Regina, SK",1,1.0,0,1,1,0,0,680,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,50.4446235,-104.6089675
208,795,"2151 Hamilton Street, S4P 2E5, Regina, SK",1,1.0,0,1,1,0,0,680,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,50.4446235,-104.6089675
209,700,"4701 4 Ave, Regina, SK S4T 0J5, Canada",2,1.0,0,1,1,1,0,700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,50.7915661,-104.9739939
210,750,"1142 Garry St, Regina, SK S4T 5R4, Canada",1,1.0,0,0,0,2,1,750,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,50.4605133,-104.66567484216867
211,900,"4045 Rae St, Regina, SK S4S 6Y8, Canada",1,1.0,0,1,1,1,0,710,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,50.4146105,-104.62063694188741
212,850,"1431 Rae, S4p 3g1, Regina, SK",2,1.0,0,0,0,1,0,600,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,50.456133,-104.620650
213,925,", Regina S4T1Y5 SK, Canada",2,1.0,0,0,0,1,1,1050,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,50.483860050000004,-104.56455595
214,1500,"1829 Second A Street, S4A 0J8, Estevan, SK",4,2.0,0,1,0,3,0,1200,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,49.144213,-103.010052
215,975,"718 3rd St, Estevan, SK S4A 0P7, Canada",1,1.0,0,1,1,1,0,785,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,49.1380657,-102.9914709
216,1100,"Regina, SK, Canada, S4N 1T2",1,1.0,0,0,0,2,0,900,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,50.483860050000004,-104.56455595
217,854,"3954 Retallack Street, Regina, SK, S4S 3B9",1,1.0,0,1,1,0,1,480,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.41609455,-104.6228215
218,1414,"4130 Rae Street, Regina, SK, S4S 3A4",3,1.0,0,1,1,0,1,1161,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.41316365,-104.62144520000001
219,994,"4140 Rae Street, Regina, SK, S4S 3A4",1,1.0,0,1,1,0,1,675,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413030000000006,-104.6213994750627
220,1074,"4049 Retallack Street, Regina, SK, S4S 3C2",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.41399765,-104.62209222509608
221,1154,"4064 Rae Street, Regina, SK, S4S 3A3",2,1.0,0,1,1,0,1,910,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.414198,-104.62135429993356
222,799,"1538 Alexandra Street, Regina, SK, S4T 4N9",1,1.0,0,1,1,0,1,650,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,50.454023750000005,-104.64412339990409
223,1525,"4160 Rae Street, Regina, SK, S4S 3A4",3,1.0,0,1,1,0,1,1061,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.412692500000006,-104.6214497
224,1504,"2915 Parliament Ave, Regina, SK, S4S 2L3",3,1.0,0,1,1,0,1,1161,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.4151487,-104.62293708668133
225,734,"4120 Retallack Street, Regina, SK, S4S 3C3",1,1.0,0,1,1,0,1,320,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50.413219049999995,-104.62288207499995
